Code,Party,Title,FileType,Language,Version,Status,SubmissionDate,EncodedAbsUrl,OriginalFilename
PAN,Panama,Panama First NDC (Updated submission),NDC,Spanish,2,Archived,2020-12-28,https://unfccc.int/sites/default/files/NDC/2022-06/CDN1%20Actualizada%20Rep%C3%BAblica%20de%20Panam%C3%A1.pdf,CDN1 Actualizada República de Panamá.pdf
PAN,Panama,Panama Second NDC,NDC,Spanish,3,Active,2024-06-13,https://unfccc.int/sites/default/files/NDC/2024-06/Segunda%20Contribuci%C3%B3n%20Determinada%20a%20Nivel%20Nacional_CDN2.pdf,Segunda Contribución Determinada a Nivel Nacional_CDN2.pdf
PNG,Papua New Guinea,PNG_NDC Satisfactory letter (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/PNG_NDC%20Satisfactory%20letter.pdf,PNG_NDC Satisfactory letter.pdf
PNG,Papua New Guinea,Official UN PA Implementation Act 2016 (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Official%20UN%20PA%20Implementation%20Act%202016.pdf,Official UN PA Implementation Act 2016.pdf
PNG,Papua New Guinea,Explanatory Note_Elements of Features and Information Contained in the CCMA 2015 (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Explanatory%20Note_Elements%20of%20Features%20and%20Information%20Contained%20in%20the%20CCMA%202015.pdf,Explanatory Note_Elements of Features and Information Contained in the CCMA 2015.pdf
PNG,Papua New Guinea,PNG Climate Change Management Act 2015 (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Climate%20Change%20Management%20Act%202015.pdf,PNG Climate Change Management Act 2015.pdf
PNG,Papua New Guinea,Papua New Guinea First NDC (Archived),NDC,English,1,Archived,2016-03-24,https://unfccc.int/sites/default/files/NDC/2022-06/PNG_INDC%20to%20the%20UNFCCC.pdf,PNG_INDC to the UNFCCC.pdf
PNG,Papua New Guinea,Papua New Guinea Second NDC Summary,NDC,English,2,Active,2020-12-16,https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Enhanced%20NDC%202020%20Summary.pdf,PNG Enhanced NDC 2020 Summary.pdf
PNG,Papua New Guinea,Papua New Guinea Second NDC,NDC,English,2,Active,2020-12-16,https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Second%20NDC.pdf,PNG Second NDC.pdf
PRY,Paraguay,Paraguay NDC Technical Annex,Addendum,Spanish,,Active,,https://unfccc.int/sites/default/files/2025-11/Paraguay%20NDC%203.0%20%28Anexo%20t%C3%A9cnico%29.pdf,Paraguay NDC 3.0 (Anexo técnico).pdf
PRY,Paraguay,Paraguay Formal letter on submission of updated NDC,Addendum,Spanish,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Carta%20Formal_Remisi%C3%B3n%20Oficial%20de%20la%20Actualizaci%C3%B3n%20de%20la%20NDC%20de%20la%20Rep%C3%BAblica%20del%20Paraguay%20al%202030.pdf,Carta Formal_Remisión Oficial de la Actualización de la NDC de la República del Paraguay al 2030.pdf
PRY,Paraguay,Paraguay NDC 3.0,NDC,Spanish,,Active,2025-11-06,https://unfccc.int/sites/default/files/2025-11/Paraguay%20NDC%203.0.pdf,Paraguay NDC 3.0.pdf
PRY,Paraguay,Paraguay First NDC (Archived),NDC,Spanish,1,Archived,2016-10-14,https://unfccc.int/sites/default/files/NDC/2022-06/Documento%20INDC%20Paraguay%2001-10-15.pdf,Documento INDC Paraguay 01-10-15.pdf
PRY,Paraguay,Paraguay First NDC (Updated submission),NDC,Spanish,2,Active,2021-07-16,https://unfccc.int/sites/default/files/NDC/2022-06/Actualizaci%C3%B3n-NDC%20VF%20PAG.%20WEB_MADES%20Mayo%202022.pdf,Actualización-NDC VF PAG. WEB_MADES Mayo 2022.pdf
PER,Peru,Peru’s Updated Nationally Determined Contribution (NDC 3.0),NDC,Spanish,,Active,2025-11-06,https://unfccc.int/sites/default/files/2025-11/Documento%20NDC%203.0_UNFCCC.pdf,Documento NDC 3.0_UNFCCC.pdf
PER,Peru,Peru First NDC (Archived),NDC,Spanish,1,Archived,2016-07-25,https://unfccc.int/sites/default/files/NDC/2022-06/iNDC%20Per%C3%BA%20castellano.pdf,iNDC Perú castellano.pdf
PER,Peru,Peru First NDC (Updated submission),NDC,Spanish,2,Active,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/Reporte%20de%20Actualizacio%CC%81n%20de%20las%20NDC%20del%20Peru%CC%81.pdf,Reporte de Actualización de las NDC del Perú.pdf
PER,Peru,Peru First NDC (Archived),Translation,English,1,Archived,2016-07-25,https://unfccc.int/sites/default/files/NDC/2022-06/iNDC%20Per%C3%BA%20english.pdf,iNDC Perú english.pdf
PHL,Philippines,Philippines First NDC,NDC,English,1,Active,2021-04-15,https://unfccc.int/sites/default/files/NDC/2022-06/Philippines%20-%20NDC.pdf,Philippines - NDC.pdf
POL,Poland,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
POL,Poland,EU First NDC (Archived),NDC,English,1,Archived,2016-10-07,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
POL,Poland,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
POL,Poland,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
PRT,Portugal,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
PRT,Portugal,EU First NDC (Archived),NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
PRT,Portugal,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
PRT,Portugal,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
QAT,Qatar,Submission letter_Qatar First NDC (Updated submission),Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/submit%20the%20Nationally%20Determined%20Contribution%20to%20Executive%20Secretary%20of%20UNFCC.pdf,submit the Nationally Determined Contribution to Executive Secretary of UNFCC.pdf
QAT,Qatar,Qatar NDC 3.0,NDC,English,,Active,2025-11-21,https://unfccc.int/sites/default/files/2025-11/Qatar%20NDC%203.0.pdf,Qatar NDC 3.0.pdf
QAT,Qatar,Qatar First NDC (Archived),NDC,Arabic,1,Archived,2017-06-23,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20INDCs%20Report%20-%20Arabic.pdf,Qatar INDCs Report - Arabic.pdf
QAT,Qatar,Qatar First NDC (Updated submission),NDC,Arabic,2,Active,2021-08-24,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20NDC%20-%20Arabic.pdf,Qatar NDC - Arabic.pdf
QAT,Qatar,Qatar First NDC (Archived),Translation,English,1,Archived,2017-06-23,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20INDCs%20Report%20-English.pdf,Qatar INDCs Report -English.pdf
QAT,Qatar,Qatar First NDC (Updated submission),Translation,English,2,Active,2021-08-24,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20NDC.pdf,Qatar NDC.pdf
KOR,Republic of Korea,Republic of Korea First NDC (Archived),NDC,English,1,Archived,2016-11-03,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Submission%20by%20the%20Republic%20of%20Korea%20on%20June%2030.pdf,INDC Submission by the Republic of Korea on June 30.pdf
KOR,Republic of Korea,Republic of Korea First NDC (Archived),NDC,English,2,Archived,2020-12-30,https://unfccc.int/sites/default/files/NDC/2022-06/201230_ROK%27s%20Update%20of%20its%20First%20NDC_editorial%20change.pdf,201230_ROK's Update of its First NDC_editorial change.pdf
KOR,Republic of Korea,Republic of Korea First NDC (Updated submission),NDC,English,3,Active,2021-12-23,https://unfccc.int/sites/default/files/NDC/2022-06/211223_The%20Republic%20of%20Korea%27s%20Enhanced%20Update%20of%20its%20First%20Nationally%20Determined%20Contribution_211227_editorial%20change.pdf,211223_The Republic of Korea's Enhanced Update of its First Nationally Determined Contribution_211227_editorial change.pdf
MDA,Republic of Moldova,Republic of Moldova First NDC (Archived),NDC,English,1,Archived,2017-06-20,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Republic_of_Moldova_25.09.2015.pdf,INDC_Republic_of_Moldova_25.09.2015.pdf
MDA,Republic of Moldova,Republic of Moldova First NDC (Updated submission),NDC,English,2,Active,2020-03-04,https://unfccc.int/sites/default/files/NDC/2022-06/MD_Updated_NDC_final_version_EN.pdf,MD_Updated_NDC_final_version_EN.pdf
MDA,Republic of Moldova,Republic of Moldova NDC 3.0,NDC,English,3,Active,2025-05-06,https://unfccc.int/sites/default/files/2025-05/MD_NDC_3.pdf,MD_NDC_3.pdf
ROU,Romania,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
ROU,Romania,EU First NDC (Archived),NDC,English,1,Archived,2017-06-01,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
ROU,Romania,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
ROU,Romania,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
RUS,Russian Federation,Russian Federation First NDC,NDC,Russian,1,Active,2020-11-25,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_RF_ru.pdf,NDC_RF_ru.pdf
RUS,Russian Federation,Russian Federation Second NDC,NDC,Russian,2,Active,2025-09-29,https://unfccc.int/sites/default/files/2025-09/%D0%A0%D0%A4%20%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B9%20%D0%9E%D0%9D%D0%A3%D0%92.pdf,РФ второй ОНУВ.pdf
RUS,Russian Federation,Russian Federation First NDC,Translation,English,1,Active,2020-11-25,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_RF_eng.pdf,NDC_RF_eng.pdf
RUS,Russian Federation,Russian Federation Second NDC,Translation,English,2,Active,2025-09-29,https://unfccc.int/sites/default/files/2025-09/RF_second_NDC.pdf,RF_second_NDC.pdf
RWA,Rwanda,Submission letter of Updated NDC for Rwanda,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Submission%20letter%20of%20Updated%20NDC%20for%20Rwanda.pdf,Submission letter of Updated NDC for Rwanda.pdf
RWA,Rwanda,Rwanda NDC 3.0,NDC,English,,Active,2025-12-08,https://unfccc.int/sites/default/files/2025-12/Rwanda%20NDC3.0%20Final.pdf,Rwanda NDC3.0 Final.pdf
RWA,Rwanda,Rwanda Provisional NDC 3.0,NDC,English,,Archived,2025-11-09,https://unfccc.int/sites/default/files/2025-11/Rwanda%20NDC3.0.pdf,Rwanda NDC3.0.pdf
RWA,Rwanda,Rwanda First NDC (Archived),NDC,English,1,Archived,2016-10-06,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Rwanda_Nov.2015.pdf,INDC_Rwanda_Nov.2015.pdf
RWA,Rwanda,Rwanda First NDC (Updated submission),NDC,English,2,Active,2020-05-20,https://unfccc.int/sites/default/files/NDC/2022-06/Rwanda_Updated_NDC_May_2020.pdf,Rwanda_Updated_NDC_May_2020.pdf
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/St.%20Kitts%20and%20Nevis%20INDC.pdf,St. Kitts and Nevis INDC.pdf
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis First NDC (Updated submission),NDC,English,2,Active,2021-10-25,https://unfccc.int/sites/default/files/NDC/2022-06/St.%20Kitts%20and%20Nevis%20Revised%20NDC_Updated.pdf,St. Kitts and Nevis Revised NDC_Updated.pdf
LCA,Saint Lucia,Saint Lucia Third NDC,NDC,English,,Active,2025-02-06,https://unfccc.int/sites/default/files/2025-02/Saint%20Lucias%20Third%20Nationally%20Determined%20Contribution.pdf,Saint Lucias Third Nationally Determined Contribution.pdf
LCA,Saint Lucia,Saint Lucia First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/Saint%20Lucia%20INDC%2018th%20November%202015.pdf,Saint Lucia INDC 18th November 2015.pdf
LCA,Saint Lucia,Saint Lucia First NDC (Updated submission),NDC,English,2,Active,2021-01-27,https://unfccc.int/sites/default/files/NDC/2022-06/Saint%20Lucia%20First%20NDC%20%28Updated%20submission%29.pdf,Saint Lucia First NDC (Updated submission).pdf
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines NDC 2.0,NDC,English,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-10/Revised%20NDC%202.0%20Final.pdf,Revised NDC 2.0 Final.pdf
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines First NDC,NDC,English,1,Active,2016-06-29,https://unfccc.int/sites/default/files/NDC/2022-06/Saint%20Vincent%20and%20the%20Grenadines_NDC.pdf,Saint Vincent and the Grenadines_NDC.pdf
WSM,Samoa,Samoa Note Verbale,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Note%20Verbale_UNFCCC_Samoa%27s%202nd%20NDCs%20300721.pdf,Note Verbale_UNFCCC_Samoa's 2nd NDCs 300721.pdf
WSM,Samoa,Samoa First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/Samoa%20INDC_Submission%20to%20UNFCCC.pdf,Samoa INDC_Submission to UNFCCC.pdf
WSM,Samoa,Samoa Second NDC,NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Samoa%27s%20Second%20NDC%20for%20UNFCCC%20Submission.pdf,Samoa's Second NDC for UNFCCC Submission.pdf
SMR,San Marino,San Marino First NDC,NDC,English,1,Active,2018-09-26,https://unfccc.int/sites/default/files/NDC/2022-06/SAN%20MARINO%20INDC%20EN.pdf,SAN MARINO INDC EN.pdf
STP,Sao Tome and Principe,Sao Tome and Principe NDC 3.0,NDC,English,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-09/NDC3.0_Sao_Tome_Principe_F.pdf,NDC3.0_Sao_Tome_Principe_F.pdf
STP,Sao Tome and Principe,Sao Tome and Principe First NDC (Archived),NDC,English,1,Archived,2016-11-02,https://unfccc.int/sites/default/files/NDC/2022-06/STP_INDC%20_Ingles_30.09.pdf,STP_INDC _Ingles_30.09.pdf
STP,Sao Tome and Principe,Sao Tome and Principe First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Updated_NDC_STP_2021_EN_.pdf,Updated_NDC_STP_2021_EN_.pdf
SAU,Saudi Arabia,Saudi Arabia First NDC (Updated submission),Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/To%20UNFCCC-%201st%20Updated%20NDC%20Submission%20letter.PDF,To UNFCCC- 1st Updated NDC Submission letter.PDF
SAU,Saudi Arabia,Saudi Arabia First NDC (Archived),NDC,Arabic,1,Archived,2016-11-03,https://unfccc.int/sites/default/files/NDC/2022-06/KSA-INDCs%20Arabic.pdf,KSA-INDCs Arabic.pdf
SAU,Saudi Arabia,Saudi Arabia First NDC (Updated submission),NDC,English,2,Active,2021-10-23,https://unfccc.int/sites/default/files/resource/202203111154---KSA%20NDC%202021.pdf,202203111154---KSA NDC 2021.pdf
SAU,Saudi Arabia,Saudi Arabia First NDC (Archived),Translation,English,1,Archived,2016-11-03,https://unfccc.int/sites/default/files/NDC/2022-06/KSA-INDCs%20English.pdf,KSA-INDCs English.pdf
SEN,Senegal,lettre de trans Rapport CDN Sénégal,Addendum,French,1,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/lettre%20de%20trans%20Rapport%20CDN%20S%C3%A9n%C3%A9gal.pdf,lettre de trans Rapport CDN Sénégal.pdf
SEN,Senegal,Senegal First NDC,NDC,French,1,Active,2020-12-29,https://unfccc.int/sites/default/files/NDC/2022-06/CDNSenegal%20approuv%C3%A9e-pdf-.pdf,CDNSenegal approuvée-pdf-.pdf
SRB,Serbia,NDC Submission Letter Serbia,Addendum,English,,Active,,https://unfccc.int/sites/default/files/2025-09/Republic%20of%20Serbia%20NDC3.0%20Official%20Submission%20Letter.pdf,Republic of Serbia NDC3.0 Official Submission Letter.pdf
SRB,Serbia,NDC Submission Letter Serbia,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-08/UNFCCC%20Letter%20NDC%20Submission.pdf,UNFCCC Letter NDC Submission.pdf
SRB,Serbia,Serbia NDC 3.0,NDC,English,,Active,2025-09-12,https://unfccc.int/sites/default/files/2025-09/NDC3%20of%20the%20Republic%20of%20Serbia.pdf,NDC3 of the Republic of Serbia.pdf
SRB,Serbia,Serbia First NDC,NDC,English,1,Archived,2017-07-25,https://unfccc.int/sites/default/files/NDC/2022-06/Republic_of_Serbia.pdf,Republic_of_Serbia.pdf
SRB,Serbia,Updated NDC Serbia,NDC,English,2,Active,2022-08-24,https://unfccc.int/sites/default/files/NDC/2022-08/NDC%20Final_Serbia%20english.pdf,NDC Final_Serbia english.pdf
SYC,Seychelles,Seychelles NDC 3.0,NDC,English,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-09/ICTU%20Update%202025%20for%20Seychelles%20new%20NDC%203.0.pdf,ICTU Update 2025 for Seychelles new NDC 3.0.pdf
SYC,Seychelles,Seychelles First NDC (Archived),NDC,English,1,Archived,2016-04-29,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20of%20Seychelles.pdf,INDC of Seychelles.pdf
SYC,Seychelles,Seychelles First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Seychelles%20-%20NDC_Jul30th%202021%20_Final.pdf,Seychelles - NDC_Jul30th 2021 _Final.pdf
SLE,Sierra Leone,Sierra Leone NDC 3.0,NDC,English,,Active,2025-12-09,https://unfccc.int/sites/default/files/2025-12/Sierra%20Leone%20NDC%203.0.pdf,Sierra Leone NDC 3.0.pdf
SLE,Sierra Leone,Sierra Leone First NDC (Archived),NDC,English,1,Archived,2016-11-01,https://unfccc.int/sites/default/files/NDC/2022-06/SIERRA%20LEONE%20INDC.pdf,SIERRA LEONE INDC.pdf
SLE,Sierra Leone,Sierra Leone First NDC (Updated submission),NDC,English,2,Active,2021-07-31,https://unfccc.int/sites/default/files/NDC/2022-06/210804%202125%20SL%20NDC%20%281%29.pdf,210804 2125 SL NDC (1).pdf
SGP,Singapore,Singapore First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Singapore%20INDC.pdf,Singapore INDC.pdf
SGP,Singapore,Singapore First NDC (Updated submission),NDC,English,2,Archived,2020-03-31,https://unfccc.int/sites/default/files/NDC/2022-06/Singapore%27s%20Update%20of%201st%20NDC.pdf,Singapore's Update of 1st NDC.pdf
SGP,Singapore,Second Update of First Nationally Determined Contribution,NDC,English,3,Active,2022-11-04,https://unfccc.int/sites/default/files/NDC/2022-11/Singapore%20Second%20Update%20of%20First%20NDC.pdf,Singapore Second Update of First NDC.pdf
SGP,Singapore,Singapore Second Nationally Determined Contribution,NDC,English,4,Active,2025-02-10,https://unfccc.int/sites/default/files/2025-02/Singapore%20Second%20Nationally%20Determined%20Contribution.pdf,Singapore Second Nationally Determined Contribution.pdf
SVK,Slovakia,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
SVK,Slovakia,EU First NDC (Archived),NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
SVK,Slovakia,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
SVK,Slovakia,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
SVN,Slovenia,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
SVN,Slovenia,EU First NDC (Archived),NDC,English,1,Archived,2016-12-16,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
SVN,Slovenia,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
SVN,Slovenia,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
SLB,Solomon Islands,Solomon Islands NDC 3.0,NDC,English,,Active,2025-08-13,https://unfccc.int/sites/default/files/2025-09/Solomon%20Islands%20NDC%203.0.pdf,Solomon Islands NDC 3.0.pdf
SLB,Solomon Islands,Solomon Islands First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/SOLOMON%20ISLANDS%20INDC.pdf,SOLOMON ISLANDS INDC.pdf
SLB,Solomon Islands,Solomon Islands First NDC (Updated submission),NDC,English,2,Active,2021-07-19,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Report%202021%20Final%20Solomon%20Islands%20%281%29.pdf,NDC Report 2021 Final Solomon Islands (1).pdf
SOM,Somalia,Somalia's NDC 3.0,NDC,English,,Archived,2025-06-19,https://unfccc.int/sites/default/files/2025-06/Somalia%20NDC%203.0_submitted%20final.pdf,Somalia NDC 3.0_submitted final.pdf
SOM,Somalia,Somalia First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/Somalia%27s%20INDCs.pdf,Somalia's INDCs.pdf
SOM,Somalia,Somalia First NDC (Updated submission),NDC,English,2,Active,2021-07-31,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20Somalia%202021.pdf,Final Updated NDC for Somalia 2021.pdf
SOM,Somalia,Updated Somalia's NDC 3.0,NDC,English,3,Active,2025-09-08,https://unfccc.int/sites/default/files/2025-09/Somalia%20NDC%203.0_Official_2025.pdf,Somalia NDC 3.0_Official_2025.pdf
ZAF,South Africa,South Africa's Second NDC,NDC,English,,Active,2025-10-24,https://unfccc.int/sites/default/files/2025-10/South%20Africa%27s%20second%20Nationally%20Determined%20Contribution_2025.pdf,South Africa's second Nationally Determined Contribution_2025.pdf
ZAF,South Africa,South Africa First NDC (Archived),NDC,English,1,Archived,2016-11-01,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Africa.pdf,South Africa.pdf
ZAF,South Africa,South Africa First NDC (Updated submission),NDC,English,2,Active,2021-09-27,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Africa%20updated%20first%20NDC%20September%202021.pdf,South Africa updated first NDC September 2021.pdf
SSD,South Sudan,South Sudan First NDC,NDC,English,1,Archived,2021-02-23,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Sudan%20Intended%20Nationally%20Determined%20%20%20%20Contribution.pdf,South Sudan Intended Nationally Determined    Contribution.pdf
SSD,South Sudan,South Sudan Second NDC,NDC,English,2,Active,2021-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Sudan%27s%20Second%20Nationally%20Determined%20Contribution.pdf,South Sudan's Second Nationally Determined Contribution.pdf
ESP,Spain,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
ESP,Spain,EU First NDC (Archived),NDC,English,1,Archived,2017-01-12,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
ESP,Spain,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
ESP,Spain,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
LKA,Sri Lanka,Sri Lanka NDC 3.0,NDC,English,,Active,2025-09-25,https://unfccc.int/sites/default/files/2025-09/Sri%20Lankas%20Nationally%20Determined%20Contributions%203.0%20%282026-2035%29%20submitted%2022.09.2025%20%281%29.pdf,Sri Lankas Nationally Determined Contributions 3.0 (2026-2035) submitted 22.09.2025 (1).pdf
LKA,Sri Lanka,Sri Lanka First NDC (Archived),NDC,English,1,Archived,2016-11-06,https://unfccc.int/sites/default/files/NDC/2022-06/NDCs%20of%20Sri%20Lanka.pdf,NDCs of Sri Lanka.pdf
LKA,Sri Lanka,Sri Lanka First NDC (Archived-Updated submission),NDC,English,2,Archived,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/NDCs%20of%20Sri%20Lanka-2021.pdf,NDCs of Sri Lanka-2021.pdf
LKA,Sri Lanka,Sri Lanka First NDC (Updated submission),NDC,English,3,Active,2021-09-24,https://unfccc.int/sites/default/files/NDC/2022-06/Amendmend%20to%20the%20Updated%20Nationally%20Determined%20Contributions%20of%20Sri%20Lanka.pdf,Amendmend to the Updated Nationally Determined Contributions of Sri Lanka.pdf
PSE,State of Palestine,State of Palestine_NDC_SPM (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/State%20of%20Palestine_NDC_SPM.pdf,State of Palestine_NDC_SPM.pdf
PSE,State of Palestine,Implementation Road Map for State of Palestine's NDC (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_State%20of%20Palestine_Implementation%20Road%20Map.pdf,NDC_State of Palestine_Implementation Road Map.pdf
PSE,State of Palestine,State of Palestine_NDC_SPM_Arabic (Archived),Addendum,Arabic,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/State%20of%20Palestine_NDC_SPM_Arabic.pdf,State of Palestine_NDC_SPM_Arabic.pdf
PSE,State of Palestine,Cobenefits of State of Palestine's NDC (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_State%20of%20Palestine_Cobenefits.pdf,NDC_State of Palestine_Cobenefits.pdf
