Code,Party,Title,FileType,Language,Version,Status,SubmissionDate,EncodedAbsUrl,OriginalFilename
GAB,Gabon,Gabon NDC 3.0,NDC,French,,Active,2025-12-24,https://unfccc.int/sites/default/files/2025-12/NDC3.0_Gabon_5_11_2025-final%20version.pdf,NDC3.0_Gabon_5_11_2025-final version.pdf
GAB,Gabon,Gabon First NDC,NDC,French,1,Archived,2016-11-02,https://unfccc.int/sites/default/files/NDC/2022-06/20150331%20INDC%20Gabon.pdf,20150331 INDC Gabon.pdf
GAB,Gabon,Seconde Contribution Déterminée au Niveau National (République Gabonaise),NDC,French,2,Active,2022-07-06,https://unfccc.int/sites/default/files/NDC/2022-07/20220706_Gabon_Updated%20NDC.pdf,20220706_Gabon_Updated NDC.pdf
GMB,Gambia,Gambia First NDC (Archived),NDC,English,1,Archived,2016-11-07,https://unfccc.int/sites/default/files/NDC/2022-06/The%20INDC%20OF%20THE%20GAMBIA.pdf,The INDC OF THE GAMBIA.pdf
GMB,Gambia,Gambia Second NDC,NDC,English,2,Active,2021-09-12,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20NDC%20of%20The%20Republic%20of%20The%20Gambia-16-12-2021.pdf,Second NDC of The Republic of The Gambia-16-12-2021.pdf
GEO,Georgia,Georgia First NDC (Archived),NDC,English,1,Archived,2017-05-08,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_of_Georgia.pdf,INDC_of_Georgia.pdf
GEO,Georgia,Georgia First NDC (Updated submission),NDC,English,2,Active,2021-05-05,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Georgia_ENG%20WEB-approved.pdf,NDC Georgia_ENG WEB-approved.pdf
DEU,Germany,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
DEU,Germany,EU First NDC (Archived),NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
DEU,Germany,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,EU_NDC_Submission_December 2020.pdf
DEU,Germany,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
GHA,Ghana,Ghana First NDC (Archived_Interim updated submission_Transmittal letter),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Ghana_Transmittal%20Letter_Interim%20Updated%20NDC.pdf,Ghana_Transmittal Letter_Interim Updated NDC.pdf
GHA,Ghana,Ghana First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/GH_INDC_2392015.pdf,GH_INDC_2392015.pdf
GHA,Ghana,Ghana First NDC (Updated submission),NDC,English,2,Active,2021-11-04,https://unfccc.int/sites/default/files/NDC/2022-06/Ghana%27s%20Updated%20Nationally%20Determined%20Contribution%20to%20the%20UNFCCC_2021.pdf,Ghana's Updated Nationally Determined Contribution to the UNFCCC_2021.pdf
GRC,Greece,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
GRC,Greece,EU First NDC (Archived),NDC,English,1,Archived,2016-10-14,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
GRC,Greece,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,EU_NDC_Submission_December 2020.pdf
GRC,Greece,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
GRD,Grenada,Grenada First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/Grenada%20INDC.pdf,Grenada INDC.pdf
GRD,Grenada,Greneda Second NDC,NDC,English,2,Active,2020-12-01,https://unfccc.int/sites/default/files/NDC/2022-06/GrenadaSecondNDC2020%20-%2001-12-20.pdf,GrenadaSecondNDC2020 - 01-12-20.pdf
GTM,Guatemala,Carta UNFCCC NDC,Addendum,Spanish,2,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Carta%20CMNUCC%20NDC.pdf,Carta CMNUCC NDC.pdf
GTM,Guatemala,Guatemala First NDC(Archived),NDC,Spanish,1,Archived,2017-01-25,https://unfccc.int/sites/default/files/NDC/2022-06/Gobierno%20de%20Guatemala%20INDC-UNFCCC%20Sept%202015.pdf,Gobierno de Guatemala INDC-UNFCCC Sept 2015.pdf
GTM,Guatemala,Guatemala First NDC (Archived),NDC,Spanish,2,Archived,2022-04-01,https://unfccc.int/sites/default/files/NDC/2022-06/Contribuci%C3%B3n%20Nacionalmente%20Determinada%20Guatemala.pdf,Contribución Nacionalmente Determinada Guatemala.pdf
GTM,Guatemala,Contribución Nacionalmente Determinada de Guatemala(Updated submission),NDC,Spanish,3,Active,2022-05-23,https://unfccc.int/sites/default/files/2022-06/NDC%20-%20Guatemala%202021.pdf,NDC - Guatemala 2021.pdf
GIN,Guinea,Guinea NDC 3.0,NDC,French,,Active,2025-11-06,https://unfccc.int/sites/default/files/2025-11/CDN%203.0%20DE%20LA%20REPUBLIQUE%20DE%20GUINEE.pdf,CDN 3.0 DE LA REPUBLIQUE DE GUINEE.pdf
GIN,Guinea,Guinea First NDC (Archived),NDC,French,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Guinee_version%20finale.pdf,INDC_Guinee_version finale.pdf
GIN,Guinea,Guinea First NDC (Updated submission),NDC,French,2,Active,2021-07-28,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20GUINEE%202021_REVISION_VF.pdf,CDN GUINEE 2021_REVISION_VF.pdf
GIN,Guinea,Guinea First NDC (Archived),Translation,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Guinea_english_version%20UNFCCC.pdf,INDC_Guinea_english_version UNFCCC.pdf
GNB,Guinea-Bissau,Guinea-Bissau First NDC (Archived),NDC,English,1,Archived,2018-10-22,https://unfccc.int/sites/default/files/NDC/2022-06/GUINEA-BISSAU_INDC_Version%20to%20the%20UNFCCC%20%28eng%29.pdf,GUINEA-BISSAU_INDC_Version to the UNFCCC (eng).pdf
GNB,Guinea-Bissau,Guinea First NDC (Updated submission),NDC,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Guinea%20Bissau-12102021.Final.pdf,NDC-Guinea Bissau-12102021.Final.pdf
GUY,Guyana,Guyana First NDC,NDC,English,1,Active,2016-05-20,https://unfccc.int/sites/default/files/NDC/2022-06/Guyana%27s%20revised%20NDC%20-%20Final.pdf,Guyana's revised NDC - Final.pdf
HTI,Haiti,Haiti First NDC,NDC,French,1,Archived,2017-07-31,https://unfccc.int/sites/default/files/NDC/2022-06/CPDN_Republique%20d%27Haiti.pdf,CPDN_Republique d'Haiti.pdf
HTI,Haiti,NDC revised(Updated submission),NDC,French,2,Active,2022-06-01,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revisee%20Haiti%202022.pdf,CDN Revisee Haiti 2022.pdf
VAT,Holy See,Holy See NDC 2035,NDC,English,,Active,2025-09-16,https://unfccc.int/sites/default/files/2025-09/Holy%20See_NDC%202035_September%202025.pdf,Holy See_NDC 2035_September 2025.pdf
VAT,Holy See,Vatican City State's NDC,NDC,English,1,Active,2023-05-31,https://unfccc.int/sites/default/files/NDC/2023-05/Vatican%20City%20State%20NDCs%20-%20May%202023.pdf,Vatican City State NDCs - May 2023.pdf
HND,Honduras,Forward Note for submission NDC,Addendum,Spanish,,Active,,https://unfccc.int/sites/default/files/2025-09/OFICIO%20141.pdf,OFICIO 141.pdf
HND,Honduras,Presentacion de la Actualizacion de la Contribucion Nacional Determinada en su Primera Actualizacion,Addendum,Spanish,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Carta%20a%20la%20Sra.%20Patricia%20Espinosa%20%20Secretaria%20Ejecutiva%20CMNUCC.pdf,Carta a la Sra. Patricia Espinosa  Secretaria Ejecutiva CMNUCC.pdf
HND,Honduras,Segunda Actualización de la Contribución Nacional Determinada (NDC),NDC,Spanish,,Active,2025-09-22,https://unfccc.int/sites/default/files/2025-09/Honduras%20Segunda%20Actualizacio%CC%81n%20de%20su%20NDC%20%282021-2030%29serna_rev_final.pdf,Honduras Segunda Actualización de su NDC (2021-2030)serna_rev_final.pdf
HND,Honduras,Honduras First NDC (Archived),NDC,Spanish,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Honduras%20INDC_esp.pdf,Honduras INDC_esp.pdf
HND,Honduras,Honduras First NDC (Updated submission),NDC,Spanish,2,Active,2021-05-19,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20de%20Honduras_%20Primera%20Actualizaci%C3%B3n.pdf,NDC de Honduras_ Primera Actualización.pdf
HUN,Hungary,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
HUN,Hungary,EU first NDC (Archived),NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
HUN,Hungary,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
HUN,Hungary,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
ISL,Iceland,Iceland‘s NDC 2035,NDC,English,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-09/Iceland%27s%202035%20NDC.pdf,Iceland's 2035 NDC.pdf
ISL,Iceland,Iceland First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-ICELAND.pdf,INDC-ICELAND.pdf
ISL,Iceland,Iceland First NDC (Updated submission),NDC,English,2,Active,2021-02-18,https://unfccc.int/sites/default/files/NDC/2022-06/Iceland_updated_NDC_Submission_Feb_2021.pdf,Iceland_updated_NDC_Submission_Feb_2021.pdf
ISL,Iceland,Iceland‘s NDC 2030 – Revision,NDC,English,3,Active,2025-09-25,https://unfccc.int/sites/default/files/2025-09/Icelands%20NDC%202030%20-%20Revision_1.1.pdf,Icelands NDC 2030 - Revision_1.1.pdf
IND,India,Cover letter from Minister of Environment Forest,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-08/Cover%20letter%20from%20Minister%20of%20Environment%20Forest.pdf,Cover letter from Minister of Environment Forest.pdf
IND,India,India First NDC,NDC,English,1,Archived,2016-10-02,https://unfccc.int/sites/default/files/NDC/2022-06/INDIA%20INDC%20TO%20UNFCCC.pdf,INDIA INDC TO UNFCCC.pdf
IND,India,India Updated First Nationally Determined Contribution,NDC,English,2,Active,2022-08-26,https://unfccc.int/sites/default/files/NDC/2022-08/India%20Updated%20First%20Nationally%20Determined%20Contrib.pdf,India Updated First Nationally Determined Contrib.pdf
IDN,Indonesia,Indonesia First NDC (Updated submission),Addendum,English,2,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/S.275%20-%20Indonesia%20Updated%20NDC%20-%20Corrected%20Version.pdf,S.275 - Indonesia Updated NDC - Corrected Version.pdf
IDN,Indonesia,Enhanced NDC Cover Letter,Addendum,English,3,Active,,https://unfccc.int/sites/default/files/NDC/2022-09/S335_Indonesia%20Submission%20on%20the%20Enhanced%20NDC.pdf,S335_Indonesia Submission on the Enhanced NDC.pdf
IDN,Indonesia,Republic Of Indonesia Second NDC,NDC,English,,Active,2025-10-27,https://unfccc.int/sites/default/files/2025-10/Indonesia_Second%20NDC_2025.10.24.pdf,Indonesia_Second NDC_2025.10.24.pdf
IDN,Indonesia,Indonesia First NDC (Archived),NDC,English,1,Archived,2016-11-06,https://unfccc.int/sites/default/files/NDC/2022-06/First%20NDC%20Indonesia_submitted%20to%20UNFCCC%20Set_November%20%202016.pdf,First NDC Indonesia_submitted to UNFCCC Set_November  2016.pdf
IDN,Indonesia,Indonesia First NDC (Updated submission),NDC,English,2,Archived,2021-07-22,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20Indonesia%202021%20-%20corrected%20version.pdf,Updated NDC Indonesia 2021 - corrected version.pdf
IDN,Indonesia,Enhanced NDC - Republic of Indonesia,NDC,English,3,Active,2022-09-23,https://unfccc.int/sites/default/files/NDC/2022-09/ENDC%20Indonesia.pdf,ENDC Indonesia.pdf
IRQ,Iraq,Iraq NDC 3.0,NDC,Arabic,,Active,2025-11-13,https://unfccc.int/sites/default/files/2025-11/%D9%88%D8%AB%D9%8A%D9%82%D8%A9%20%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D9%87%D9%85%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D8%AF%D8%A9%20%D9%88%D8%B7%D9%86%D9%8A%D8%A7%20-%202025.pdf,وثيقة المساهمات المحددة وطنيا - 2025.pdf
IRQ,Iraq,Iraq First NDC,NDC,Arabic,1,Active,2021-10-15,https://unfccc.int/sites/default/files/NDC/2022-06/Iraq%20NDC%20Document.docx,Iraq NDC Document.docx
IRL,Ireland,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
IRL,Ireland,EU First NDC (Archived),NDC,English,1,Archived,2016-11-04,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
IRL,Ireland,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
IRL,Ireland,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
ISR,Israel,Israel First NDC (Archived),NDC,English,1,Archived,2016-11-22,https://unfccc.int/sites/default/files/NDC/2022-06/Israel%20INDC.pdf,Israel INDC.pdf
ISR,Israel,Israel First NDC (Updated submission),NDC,English,2,Active,2021-07-29,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20update%20as%20submitted%20to%20the%20UNFCCC.docx,NDC update as submitted to the UNFCCC.docx
ITA,Italy,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
ITA,Italy,EU First NDC (Archived),NDC,English,1,Archived,2016-11-11,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
ITA,Italy,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
ITA,Italy,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
JAM,Jamaica,Technical Report Supporting Jamaica NDC 3.0,Addendum,English,,Active,,https://unfccc.int/sites/default/files/2025-10/NDC_Report_Oct12.pdf,NDC_Report_Oct12.pdf
JAM,Jamaica,Jamaica NDC 3.0,NDC,English,,Active,2025-09-22,https://unfccc.int/sites/default/files/2025-09/Jamaica%20ICTU%20Final%20Report%20Sep19.pdf,Jamaica ICTU Final Report Sep19.pdf
JAM,Jamaica,Jamaica First NDC (Archived),NDC,English,1,Archived,2017-04-10,https://unfccc.int/sites/default/files/NDC/2022-06/Jamaica%27s%20INDC_2015-11-25.pdf,Jamaica's INDC_2015-11-25.pdf
JAM,Jamaica,Jamaica First NDC (Updated submission),NDC,English,2,Active,2020-07-01,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20Jamaica%20-%20ICTU%20Guidance.pdf,Updated NDC Jamaica - ICTU Guidance.pdf
JPN,Japan,Japan's 2035/2040 NDC,NDC,English,,Active,2025-02-18,https://unfccc.int/sites/default/files/2025-02/Japans%202035-2040%20NDC.pdf,Japans 2035-2040 NDC.pdf
JPN,Japan,Japan First NDC (Archived),NDC,English,1,Archived,2016-11-08,https://unfccc.int/sites/default/files/NDC/2022-06/20150717_Japan%27s%20INDC.pdf,20150717_Japan's INDC.pdf
JPN,Japan,Japan First NDC (Archived),NDC,English,2,Archived,2020-03-31,https://unfccc.int/sites/default/files/NDC/2022-06/SUBMISSION%20OF%20JAPAN%27S%20NATIONALLY%20DETERMINED%20CONTRIBUTION%20%28NDC%29.PDF,SUBMISSION OF JAPAN'S NATIONALLY DETERMINED CONTRIBUTION (NDC).PDF
JPN,Japan,Japan First NDC (Interim-updated submission),NDC,English,3,Archived,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/JAPAN_FIRST%20NDC%20%28INTERIM-UPDATED%20SUBMISSION%29.pdf,JAPAN_FIRST NDC (INTERIM-UPDATED SUBMISSION).pdf
JPN,Japan,Japan First NDC (Updated submission),NDC,English,4,Active,2021-10-22,https://unfccc.int/sites/default/files/NDC/2022-06/JAPAN_FIRST%20NDC%20%28UPDATED%20SUBMISSION%29.pdf,JAPAN_FIRST NDC (UPDATED SUBMISSION).pdf
JOR,Jordan,Jordan NDC 3.0,NDC,English,,Active,2025-09-22,https://unfccc.int/sites/default/files/2025-09/Jordan%20NDC%203.0%20Vision_final.pdf,Jordan NDC 3.0 Vision_final.pdf
JOR,Jordan,Jordan First NDC (Archived),NDC,English,1,Archived,2016-11-04,https://unfccc.int/sites/default/files/NDC/2022-06/Jordan%20INDCs%20Final.pdf,Jordan INDCs Final.pdf
JOR,Jordan,Jordan First NDC (Updated submission),NDC,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/UPDATED%20SUBMISSION%20OF%20JORDANS.pdf,UPDATED SUBMISSION OF JORDANS.pdf
KAZ,Kazakhstan,Kazakhstan NDC 3.0,NDC,Russian,,Active,2025-11-26,https://unfccc.int/sites/default/files/2025-11/NDC%20Kazakhstan%203.0%20russ.pdf,NDC Kazakhstan 3.0 russ.pdf
KAZ,Kazakhstan,Kazakhstan First NDC,NDC,English,1,Archived,2016-12-06,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Kz_eng.pdf,INDC Kz_eng.pdf
KAZ,Kazakhstan,Kazakhstan First NDC (Updated submission),NDC,English,2,Active,2023-06-27,https://unfccc.int/sites/default/files/NDC/2023-06/12updated%20NDC%20KAZ_Gov%20Decree313_19042023_en_cover%20page.pdf,12updated NDC KAZ_Gov Decree313_19042023_en_cover page.pdf
KAZ,Kazakhstan,Kazakhstan NDC 3.0,Translation,English,,Active,2025-11-26,https://unfccc.int/sites/default/files/2025-11/NDC_Kazakhstan%203.0%20eng.pdf,NDC_Kazakhstan 3.0 eng.pdf
KEN,Kenya,Kenya's Second Nationally Determined Contribution 2031 - 2035,NDC,English,,Active,2025-04-30,https://unfccc.int/sites/default/files/2025-05/KENYAS%20SECOND%20NATIONALLY%20DETERMINED%20CONTRIBUTION%202031_2035.pdf,KENYAS SECOND NATIONALLY DETERMINED CONTRIBUTION 2031_2035.pdf
KEN,Kenya,Kenya First NDC (Archived),NDC,English,1,Archived,2016-12-28,https://unfccc.int/sites/default/files/NDC/2022-06/Kenya_NDC_20150723.pdf,Kenya_NDC_20150723.pdf
KEN,Kenya,Kenya First NDC (Updated submission),NDC,English,2,Active,2020-12-28,https://unfccc.int/sites/default/files/NDC/2022-06/Kenya%27s%20First%20%20NDC%20%28updated%20version%29.pdf,Kenya's First  NDC (updated version).pdf
KIR,Kiribati,Kiribati First NDC,NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_KIRIBATI.pdf,INDC_KIRIBATI.pdf
KIR,Kiribati,Kiribati Enhanced NDC,NDC,English,2,Active,2023-03-02,https://unfccc.int/sites/default/files/NDC/2023-03/221213%20Kiribati%20NDC%20Web%20Quality.pdf,221213 Kiribati NDC Web Quality.pdf
KWT,Kuwait,Kuwait First NDC (Archived),NDC,Arabic,1,Archived,2018-04-23,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20First%20NDC.pdf,Kuwait First NDC.pdf
KWT,Kuwait,Kuwait First NDC (Updated submission),NDC,Arabic,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20updating%20the%20first%20NDC-arabic.pdf,Kuwait updating the first NDC-arabic.pdf
KWT,Kuwait,Kuwait First NDC (Archived),Translation,English,1,Archived,2018-04-23,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20First%20NDC_English.pdf,Kuwait First NDC_English.pdf
KWT,Kuwait,Kuwait First NDC (Updated submission),Translation,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20updating%20the%20first%20NDC-English.pdf,Kuwait updating the first NDC-English.pdf
KGZ,Kyrgyzstan,Verbal_note (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Verbal_note.pdf,Verbal_note.pdf
KGZ,Kyrgyzstan,Kyrgyzstan NDC 3.0,NDC,Russian,,Active,2025-10-02,https://unfccc.int/sites/default/files/2025-10/NDC3.0_Kyrgyzstan_Russian_30-09-2025.pdf,NDC3.0_Kyrgyzstan_Russian_30-09-2025.pdf
KGZ,Kyrgyzstan,Kyrgyzstan First NDC (Archived),NDC,Russian,1,Archived,2020-02-18,https://unfccc.int/sites/default/files/NDC/2022-06/Kyrgyzstan%20INDC_RUS_final.pdf,Kyrgyzstan INDC_RUS_final.pdf
KGZ,Kyrgyzstan,Kyrgyzstan First NDC (Updated submission),NDC,Russian,2,Active,2021-10-09,https://unfccc.int/sites/default/files/NDC/2022-06/%D0%9E%D0%9D%D0%A3%D0%92%20%D0%A0%D0%A3%D0%A1%20%D0%BE%D1%82%2008102021.pdf,ОНУВ РУС от 08102021.pdf
KGZ,Kyrgyzstan,Kyrgyzstan NDC 3.0,Translation,English,,Active,2025-10-02,https://unfccc.int/sites/default/files/2025-10/NDC3.0_Kyrgyzstan_English_30-09-2025%20%282%29.pdf,NDC3.0_Kyrgyzstan_English_30-09-2025 (2).pdf
KGZ,Kyrgyzstan,Kyrgyzstan First NDC (Archived),Translation,English,1,Archived,2020-02-18,https://unfccc.int/sites/default/files/NDC/2022-06/Kyrgyzstan%20INDC%20_ENG_%20final.pdf,Kyrgyzstan INDC _ENG_ final.pdf
KGZ,Kyrgyzstan,Kyrgyzstan First NDC (Updated submission),Translation,English,2,Active,2021-10-09,https://unfccc.int/sites/default/files/NDC/2022-06/%D0%9E%D0%9D%D0%A3%D0%92%20ENG%20%D0%BE%D1%82%2008102021.pdf,ОНУВ ENG от 08102021.pdf
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic First NDC (Archived),NDC,English,1,Archived,2016-09-07,https://unfccc.int/sites/default/files/NDC/2022-06/Lao%20People%27s%20Democratic%20Republic%20First%20NDC.pdf,Lao People's Democratic Republic First NDC.pdf
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic First NDC (Updated submission),NDC,English,2,Active,2021-05-11,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%202020%20of%20Lao%20PDR%20%28English%29%2C%2009%20April%202021%20%281%29.pdf,"NDC 2020 of Lao PDR (English), 09 April 2021 (1).pdf"
LVA,Latvia,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
LVA,Latvia,EU First NDC (Archived),NDC,English,1,Archived,2017-03-16,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
LVA,Latvia,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
LVA,Latvia,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
LBN,Lebanon,Letter of Submission,Addendum,English,,Active,,https://unfccc.int/sites/default/files/2025-09/NDC%203.0%20UNFCCC%20Submission%20Sept2025.pdf,NDC 3.0 UNFCCC Submission Sept2025.pdf
LBN,Lebanon,Lebanon NDC 3.0,NDC,English,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-09/LBN%20NDC%203.0%2030.09.2025%20Final.pdf,LBN NDC 3.0 30.09.2025 Final.pdf
LBN,Lebanon,Lebanon First NDC (Archived),NDC,English,1,Archived,2020-02-05,https://unfccc.int/sites/default/files/NDC/2022-06/Republic%20of%20Lebanon%20-%20INDC%20-%20September%202015.pdf,Republic of Lebanon - INDC - September 2015.pdf
LBN,Lebanon,Lebanon First NDC (Updated submission),NDC,English,2,Active,2021-03-16,https://unfccc.int/sites/default/files/NDC/2022-06/Lebanon%27s%202020%20Nationally%20Determined%20Contribution%20Update.pdf,Lebanon's 2020 Nationally Determined Contribution Update.pdf
LSO,Lesotho,Lesotho Second NDC,NDC,English,,Active,2025-02-05,https://unfccc.int/sites/default/files/2025-02/Lesotho%20SECOND%20NDC.pdf,Lesotho SECOND NDC.pdf
LSO,Lesotho,Lesotho First NDC(Archived),NDC,English,1,Archived,2017-01-20,https://unfccc.int/sites/default/files/NDC/2022-06/Lesotho%27s%20INDC%20Report%20%20-%20September%202015.pdf,Lesotho's INDC Report  - September 2015.pdf
LSO,Lesotho,Lesotho First NDC,NDC,English,2,Archived,2018-06-22,https://unfccc.int/sites/default/files/NDC/2022-06/Lesotho%20First%20NDC.pdf,Lesotho First NDC.pdf
LBR,Liberia,Liberia NDC 3.0,NDC,English,,Active,2025-09-24,https://unfccc.int/sites/default/files/2025-09/Liberias_2035_NDC_3.0_Final.pdf,Liberias_2035_NDC_3.0_Final.pdf
LBR,Liberia,Liberia First NDC (Archived),NDC,English,1,Archived,2018-08-27,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Final%20Submission%20Sept%2030%202015%20Liberia.pdf,INDC Final Submission Sept 30 2015 Liberia.pdf
LBR,Liberia,Liberia First NDC (Updated submission),NDC,English,2,Active,2021-08-04,https://unfccc.int/sites/default/files/NDC/2022-06/Liberia%27s%20Updated%20NDC_RL_FINAL%20%28002%29.pdf,Liberia's Updated NDC_RL_FINAL (002).pdf
LIE,Liechtenstein,Liechtenstein Second NDC Submission,NDC,English,,Active,2025-09-10,https://unfccc.int/sites/default/files/2025-09/Liechtensteins%20Second%20NDC%202035_September%202025.pdf,Liechtensteins Second NDC 2035_September 2025.pdf
